ID,salary_in_usd
0,77108.57145591332
1,138540.7657087292
2,111232.63641253066
3,81381.40325233192
4,34685.407980123215
5,32206.10203620394
6,174302.30656974038
7,29257.900491789536
8,109247.34454973321
9,168278.55344564453
10,6826.549068039181
11,166758.51278695645
12,135338.7151602339
13,15835.926213237733
14,95006.27970398698
15,27272.608628992108
16,113559.85976011925
17,140803.56953034212
18,26301.82084661312
19,43820.628890217195
20,83875.50507359757
21,49560.06613806691
22,129360.93964058283
23,164772.09668562454
24,8964.437155828215
25,19634.440518582313
26,94373.39859374173
27,215383.77700894154
28,77428.79813365036
29,183601.25613617292
30,167568.36495132925
31,127464.36363094916
32,94614.46486411298
33,24711.40263655907
34,78763.41984110417
35,21313.98797791457
36,244753.260100143
37,-5347.55472758181
38,80277.98883625711
39,169257.75225068865
40,-26963.25001095893
41,33065.695734025416
42,104511.4277475736
43,167581.09790478332
44,96887.33745538435
45,220119.1676346907
46,126103.56763363423
47,59737.021792531676
48,127464.36363094916
49,55706.65888444453
50,125944.32297226106
51,88887.87383556011
52,125406.11209277304
53,121896.2978303198
54,90790.6246559098
55,71974.79114195445
56,156374.23367476216
57,172620.16162190097
58,121758.74623789894
59,150350.4805506663
60,121758.74623789894
61,220573.55663373717
62,150350.4805506663
63,147836.54168902367
64,168377.50873274912
65,194709.37887341942
66,194709.37887341942
67,150350.4805506663
68,119244.80737625631
69,92515.7581856799
70,93380.37030897712
71,154836.13611573042
72,58675.50092131326
73,69859.666269751
74,51732.56178696329
75,119382.35896867717
76,49556.65282350989
77,74488.73000359707
78,83689.34610414156
79,126538.56708260113
80,16073.202292531292
81,29965.59230029404
82,429084.11046583636
83,194374.76904356218
84,93304.56351755242
85,77998.5442660503
86,77998.5442660503
87,156374.23367476216
88,150350.4805506663
89,335844.13229258347
90,51867.72332175759
91,32167.557933348
92,119943.82690560502
93,69554.4466043656
94,150350.4805506663
95,167825.5816766078
96,-12338.550487166955
97,77095.40182404181
98,39965.97552553596
99,82105.35544292346
100,150350.4805506663
101,121758.74623789894
102,121758.74623789894
103,194709.37887341942
104,156374.23367476216
105,34327.177096144136
106,119244.80737625633
