ID,salary_in_usd
0,128043.76287924412
1,132412.2784270327
2,91137.25554021007
3,100955.95985076738
4,67160.1180111683
5,39739.159765996505
6,147745.79309527873
7,39217.073691639795
8,99342.26700711611
9,143565.2593382232
10,33526.10823566305
11,145372.71300894785
12,112286.09739876933
13,-2038.3705583904302
14,87847.34500466194
15,47422.08515854584
16,76350.14423037934
17,101090.17989792943
18,43646.70868316558
19,81654.38561803609
20,102831.61570419786
21,48333.1234269162
22,82022.54293338576
23,147246.0163176398
24,60355.49958994794
25,22101.24918239036
26,92541.59653413409
27,174420.40112534526
28,63364.85719853395
29,138176.30506623304
30,109028.08012496443
31,116073.41392350919
32,85187.04091311328
33,93730.89285020108
34,75106.78365232582
35,68629.31159835427
36,158217.072371602
37,9671.749050369024
38,81725.49485759632
39,153087.84314269986
40,-18131.719400034417
41,61429.12152945999
42,94831.5635701335
43,151440.1011252022
44,97287.75670679589
45,176412.14910990064
46,111234.24525603096
47,57681.136230174336
48,116073.41392350919
49,66974.21079521845
50,117880.86759423385
51,86697.42880762956
52,119109.08704300995
53,119674.71345861617
54,87937.88460233505
55,70803.19322906798
56,149292.5823300655
57,141445.6858565914
58,118121.3798893906
59,145112.04857300996
60,118121.3798893906
61,174264.63031476398
62,145112.04857300996
63,140365.88840034817
64,164410.24702777015
65,195318.1403677009
66,195318.1403677009
67,145112.04857300996
68,113375.21971672883
69,94847.55185648995
70,120756.82906050763
71,150953.87539807003
72,70813.52045362628
73,61019.94841671508
74,76159.85153686572
75,114928.55328595439
76,56527.215494781776
77,75549.35340172976
78,96118.53222636071
79,128971.73597189861
80,64007.755542894025
81,72900.99205351748
82,123222.91764165496
83,141714.13157920144
84,92684.04477499683
85,74983.72698612354
86,74983.72698612354
87,149292.5823300655
88,145112.04857300996
89,-5756.750338307313
90,86822.59133781135
91,51802.49049315516
92,92167.02981696208
93,67152.17372327381
94,145112.04857300996
95,112901.05822089492
96,30279.098751912636
97,90922.22162784234
98,55004.85901450565
99,145941.23267834616
100,145112.04857300996
101,118121.3798893906
102,118121.3798893906
103,195318.1403677009
104,149292.5823300655
105,49256.04068426199
106,113375.21971672883
