ID,salary_in_usd
0,127245.14391642754
1,132138.00734916033
2,90674.61756879871
3,100644.4490544669
4,66415.220267072
5,39336.13136981808
6,147118.3254269522
7,39449.342631906555
8,99099.07922751445
9,143023.36860516795
10,34945.60094509191
11,146348.42461233083
12,112028.01692159876
13,-1351.0259985527082
14,87084.91800295055
15,47873.80429062229
16,75930.14195839179
17,101055.24694374605
18,43412.075201003376
19,81717.72311751702
20,103879.91561778093
21,49404.70348568909
22,80989.75833106674
23,147140.72630199845
24,59930.90751304724
25,23632.15521950661
26,92505.8523242934
27,174344.55337563538
28,62907.45554963313
29,139161.66715654114
30,108478.24680091262
31,115869.35811526465
32,84835.5080485438
33,95042.51797345589
34,76184.90121429443
35,69793.26886380071
36,158433.7501294803
37,9446.737461536803
38,82818.53666006055
39,152781.35422306648
40,-16738.427471441166
41,60808.93972703285
42,94572.56356867042
43,151016.27142682392
44,97299.79250011232
45,176026.27909142114
46,111132.02274565156
47,58979.000631719806
48,115869.35811526465
49,66564.54295881337
50,119194.41412242752
51,87522.7618626363
52,119124.92556730751
53,119823.9089213422
54,88035.94147165521
55,70632.00947716332
56,149273.5895056276
57,141429.53027832997
58,118184.60540997531
59,145178.63268384337
60,118184.60540997531
61,174283.59717022485
62,145178.63268384337
63,140384.69250802445
64,164224.2285363652
65,195469.00482888444
66,195469.00482888444
67,145178.63268384337
68,113390.66523415639
69,94471.54550550407
70,120890.00836355009
71,150819.2606049114
72,71012.04695578667
73,60931.75207261539
74,75700.85183984245
75,115029.96874552328
76,56470.631662897475
77,75425.94965298224
78,96480.30871042178
79,130554.67564581567
80,63545.11112007324
81,72446.02947057287
82,124857.44291854181
83,142718.80509652992
84,92829.88164747413
85,74726.96629894755
86,74726.96629894755
87,149273.5895056276
88,145178.63268384337
89,-6025.506836273664
90,86843.41305478956
91,51860.874542629885
92,92263.43097425913
93,66748.79674329903
94,145178.63268384337
95,112436.74942137625
96,30004.679968247026
97,90672.58792541482
98,54789.66365394358
99,145968.62236062577
100,145178.63268384337
101,118184.60540997531
102,118184.60540997531
103,195469.00482888444
104,149273.5895056276
105,49092.430926669724
106,113390.66523415639
