ID,salary_in_usd
0,60475.49166666666
1,152405.6666666667
2,152405.6666666667
3,73550.59516666668
4,22351.1
5,65826.14083333334
6,332501.8968253968
7,51537.49333333334
8,94187.63616666668
9,273552.0317460318
10,61018.1
11,288377.74761904764
12,75970.02625
13,34514.855
14,55563.91333333333
15,59958.05133333334
16,124354.8
17,129656.4877344877
18,55577.04
19,118301.17816666666
20,245480.0476190476
21,50294.19533333333
22,67891.06
23,142177.79771013794
24,22654.45
25,24415.815
26,93852.12416666666
27,150323.81904761904
28,21631.9
29,102841.40833333333
30,104727.65933333333
31,131501.7142857143
32,95878.91
33,65010.651
34,63675.89666666667
35,68262.1675
36,159425.58764705883
37,54679.28
38,59231.09666666667
39,167209.41053391053
40,52938.91
41,27966.965
42,229256.5
43,176125.5833333334
44,79098.90316666667
45,223658.0
46,102804.99666666667
47,55738.90866666667
48,131501.7142857143
49,54154.42
50,118107.03571428571
51,37073.187000000005
52,111222.88738095241
53,158923.24058076102
54,120915.99267460317
55,104198.35659523809
56,164602.62924325815
57,140300.44301166435
58,116687.25841073072
59,135534.46864424838
60,116687.25841073072
61,222962.53366609925
62,135534.46864424838
63,139531.5361904762
64,185375.22976190477
65,164602.62924325815
66,164602.62924325815
67,135534.46864424838
68,107996.93603174604
69,94365.02016666665
70,111222.88738095241
71,200087.082012987
72,72736.99999999999
73,77834.902
74,77721.26333333334
75,126348.70890476191
76,76126.26317857142
77,88768.4087301587
78,116588.153
79,152126.07651587302
80,20808.088
81,35061.55333333333
82,192561.42845238096
83,123586.87773448776
84,149910.28040467444
85,62342.08416666664
86,62342.08416666664
87,164602.62924325815
88,135534.46864424838
89,62164.86
90,56234.68466666667
91,46889.98333333333
92,67997.29916666666
93,28508.16
94,135534.46864424838
95,147017.35555555558
96,49488.82
97,74203.51299999999
98,63805.52666666667
99,139531.5361904762
100,135534.46864424838
101,116687.25841073072
102,116687.25841073072
103,164602.62924325815
104,164602.62924325815
105,61586.2
106,107996.93603174604
