ID,salary_in_usd
0,115163.92
1,119643.37780952381
2,119643.37780952381
3,95156.51616666667
4,119643.37780952381
5,169930.07766666665
6,343760.37424603174
7,72986.77999999998
8,64915.75081818182
9,247911.4306349206
10,61110.41738095238
11,188124.79994372293
12,53655.45983333333
13,37909.52904761905
14,153846.60333333333
15,63414.23333333333
16,168639.02265873016
17,118854.92932936504
18,51294.999833333335
19,67094.57916666666
20,151539.49416666667
21,151539.49416666667
22,105481.42649772449
23,134715.55647528812
24,114293.1975
25,89369.36
26,51298.241333333346
27,147237.84194841268
28,128480.0142699245
29,142357.60584199138
30,175025.3336309524
31,50539.34866666667
32,156888.38233333337
33,67782.53735714285
34,73400.35
35,72630.95886904761
36,120748.0256277056
37,35696.91033333333
38,73400.35
39,168639.02265873016
40,62275.5
41,50539.34866666667
42,182339.97130808086
43,138506.40606204903
44,51294.999833333335
45,180857.43624603178
46,79388.17234848485
47,31993.2575
48,50539.34866666667
49,114293.1975
50,51198.35284523809
51,276589.89766666666
52,76499.06931931958
53,90336.48556963868
54,60354.352579365084
55,117612.10641197696
56,163259.50233124665
57,135778.29754209367
58,112897.96167746843
59,136765.62623227507
60,112897.96167746843
61,216015.21235882546
62,136765.62623227507
63,128298.31968759019
64,157334.02654761903
65,163259.50233124665
66,163259.50233124665
67,136765.62623227507
68,108072.6678059163
69,103698.2111904762
70,76499.06931931958
71,192983.7216
72,46724.36166666667
73,90336.48556963868
74,192983.7216
75,117612.10641197696
76,90336.48556963868
77,90336.48556963868
78,52930.357833333335
79,76799.30567857143
80,61288.6633435176
81,169956.49246825397
82,58835.20372619048
83,122733.75938167388
84,61288.6633435176
85,76499.06931931958
86,76499.06931931958
87,163259.50233124665
88,136765.62623227507
89,25356.521797619047
90,29246.80416666667
91,169956.49246825397
92,122733.75938167388
93,40996.95683333333
94,136765.62623227507
95,40996.95683333333
96,92284.05966666667
97,152537.13236763238
98,60354.352579365084
99,128298.31968759019
100,136765.62623227507
101,112897.96167746843
102,112897.96167746843
103,163259.50233124665
104,163259.50233124665
105,62351.93555555555
106,108072.6678059163
